	FPP	English	Sentiment
10641	συναλλαξις	exchange	NULL
10642	συνανατολη	a rising together	NULL
10643	συναντησις	a meeting	NULL
10644	συναποδημοι	those who live abroad together	NULL
10645	συναρμοστης	one who fits together	NULL
10646	συναρχια	joint administration	NULL
10647	συνασπιστης	a shield-fellow, comrade	NULL
10648	συναυλια	a concert of flutes	NULL
10649	συναυξησις	common growth	NULL
10650	συνδαιτης		NULL
10651	συνδαιτωρ	a companion at table	NULL
10652	συνδειπνον	a common meal	NULL
10653	συνδειπνος	a companion at table	NULL
10654	συνδεσμος	a bond of union, bond, fastening	NULL
10655	συνδεσμωτης	a fellow-prisoner	NULL
10656	συνδῐαιτησις	a living together, intercourse	NULL
10657	συνδῐαιτητης	a joint arbitrator	NULL
10658	συνδῐακτορος	a fellow	NULL
10659	συνδῐκαστης	a fellow-dicast	NULL
10660	συνδῐκος	one who helps in a court of justice, an advocate	NULL
10661	συνδουλη	a fellow-slave	NULL
10662	συνδρομας		NULL
10663	συνδρομη	a tumultuous concourse	NULL
10664	συνδῠασμος	a being taken two together	NULL
10665	συνδῠας	paired	NULL
10666	συνεγγισμος	a drawing near together	NULL
10667	συνεδρεια		NULL
10668	συνεδρια	a sitting together, a circle of friends	NULL
10669	συνεδριον	a body of men assembled in council, a council-board, council	NULL
10670	συνειδησις	self-consciousness: conscience	NULL
10671	συνεκδημος	a fellow-traveller	NULL
10672	συνεμβολη	a throwing in together	NULL
10673	συνεμπορος	a fellow-traveller, companion, attendant	NULL
10674	συνεοχμος	a joining, joint	NULL
10675	συνεπιγρᾰφευς	a fellow-registrar, fellow-clerk	NULL
10676	συνεπιμελητης	a coadjutor	NULL
10677	συνεπιτροπος	a joint guardian	NULL
10678	συνεραστης	a joint lover	NULL
10679	συνεργατης	a fellow-workman, helpmate, coadjutor	NULL
10680	συνεργᾰτινης		NULL
10681	συνεργατις		NULL
10682	συνεργημα	assistance, support	NULL
10683	συνεργητης		NULL
10684	συνεργια	joint working, cooperation	NULL
10685	συνερῑθος	a helpmate	NULL
10686	συνερξις	close union, wedlock	NULL
10687	συνεσις	ibo)	NULL
10688	συνεστω	a party, banquet	NULL
10689	συνεταιρος	a companion, partner, comrade	NULL
10690	συνευνετης	a bed-fellow, husband, consort	NULL
10691	συνευνετις	a wife	NULL
10692	συνευνος	a consort	NULL
10693	συνεφηβος	at the age of youth together, a young comrade	NULL
10694	συνεχεια	continuity	NULL
10695	συνηβος	a young friend	NULL
10696	συνηγορια	advocacy of	NULL
10697	συνηθεια	habitual intercourse, acquaintance, society, intimacy	NULL
10698	συνηλιξ	of like	NULL
10699	συνηλῠσιη	a meeting, assembly	NULL
10700	συνημερευτης	a daily companion	NULL
10701	συνημοσυνη	agreements, covenants, solemn promises	NULL
10702	συνθεᾱτης	a fellow-spectator	NULL
10703	συνθεσιη	a covenant, treaty	NULL
10704	συνθεσις	a putting together, composition, combination	NULL
10705	συνθηκη	a composition	NULL
10706	ξυνθημ	anything agreed upon, a preconcerted signal	NULL
10707	συνθηρᾱτης	one who joins in quest of	NULL
10708	συνθηρευτης		NULL
10709	συνθιασωτα	a partner in the	NULL
10710	συνθοινατωρ	a partaker in a feast	NULL
10711	συνθρονος	enthroned with	NULL
10712	συνιερευς	a fellow-priest	NULL
10713	συνιζησις	a settlement, collapse	NULL
10714	συνιππαρχος	a joint commander of horse	NULL
10715	συνιππευς	a comrade in cavalry service	NULL
10716	συνιστωρ	knowing along with	NULL
10717	συνναυβατης	a shipmate	NULL
10718	συνναυτης	a shipmate	NULL
10719	συννοιη	meditation, deep thought	NULL
10720	συνοδια	a journey in company	NULL
10721	συνοδιτης	the member of a	NULL
10722	συνοδοιπορια	a travelling together	NULL
10723	συνοδοιπορος	a fellow-traveller	NULL
10724	συνοδος		NULL
10725	συνοδος	an assembly, meeting	NULL
10726	συνοικημα	that with which one lives, a housefellow	NULL
10727	συνοικησις	cohabitation	NULL
10728	συνοικητωρ	a house-fellow	NULL
10729	συνοικια	living with her	NULL
10730	συνοικιον	a joint lodging	NULL
10731	συνοικῐσις	union with the capital	NULL
10732	συνοικισμος	a living together, marriage	NULL
10733	συνοικιστηρ	a fellow-colonist	NULL
10734	συνομαιμων	one of the same blood, a brother	NULL
10735	συνομηλιξ	a comrade	NULL
10736	συνοπᾱδος	a companion	NULL
10737	συνουσιᾱ	a being with, social intercourse, society, conversation, communion	NULL
10738	συνουσιαστης	a companion, disciple	NULL
10739	συνοχη	a being held together	NULL
10740	συνοψις	a general view	NULL
10741	συνταγμα	that which is put together in order	NULL
10742	συνταγμᾰταρχης	the leader of a	NULL
10743	συνταξις	a putting together, arranging, arrangement, organisation, order	NULL
10744	συντελεια	a joint payment, joint contribution for public burdens	NULL
10745	συντελης	joining in payment, a contributor	NULL
10746	συντεχνος	practising the same art	NULL
10747	συντομια	conciseness	NULL
10748	συντονια	intense application	NULL
10749	συντρῐηραρχος	a partner in the equipment of a trireme	NULL
10750	συντροφια	a being reared together, common nurture	NULL
10751	συντῠχια	an occurrence, a hap, chance, event, incident	NULL
10752	συνυπᾰτος	a colleague in the consulship.	NULL
10753	συνωμοσιᾱ	a being leagued by oath, conspiracy	NULL
10754	συνωμοτης	a fellow-conspirator, confederate	NULL
10755	συνωνῠμια	a synonym	NULL
10756	συνωριαστης	one who drives a	NULL
10757	συνωρις	a pair of horses	NULL
10758	σῠοκτᾰσια	slaughter of swine	NULL
10759	σῠοφοντης	swine-slayer;	NULL
10760	σῠρακοσια	the territory of Syracuse	NULL
10761	σῠρακουσαι	Syracuse	NULL
10762	συρα	a Syrian woman	NULL
10763	συργαστρος	trailing the belly	NULL
10764	σῠριη	Syria	NULL
10765	συριγμα	the sound of a pipe	NULL
10766	συριγμος	a whistling, hissing	NULL
10767	συριγξ	a pipe	NULL
10768	συρικτηρ		NULL
10769	συρικτης		NULL
10770	συρισμος		NULL
10771	συριστης	a piper	NULL
10772	συρμαιη	purge-plant	NULL
10773	συρμα	anything trailed	NULL
10774	συρμος	any lengthened sweeping motion	NULL
10775	συρος	a Syrian	NULL
10776	συρος	Syros	NULL
10777	σῠροφοινιξ	a Syro-phoenician	NULL
10778	συρραξις	a dashing together	NULL
10779	συρτις	the Syrtis	NULL
10780	συρφαξ		NULL
10781	συρφετος	anything swept together, sweepings, refuse, rubbish, litter	NULL
10782	συσκευᾰσια	a packing up, getting ready	NULL
10783	συσκηνια	a dwelling in one tent	NULL
10784	συσκηνια		NULL
10785	συσκηνος	one who lives in the same tent, a messmate	NULL
10786	συσσημον	a fixed sign	NULL
10787	συσσῑτια	a messing together, a public mess	NULL
10788	συσσῑτιον	a common meal, public mess	NULL
10789	συσσῑτος	one who eats together, a messmate	NULL
10790	συστᾰσιαστης	a fellow-rioter	NULL
10791	συστᾰσις	a putting together, composition	NULL
10792	συστᾰσιωτης	a member of the same faction, a partisan	NULL
10793	συστας	standing together, planted closely	NULL
10794	συστημα	a whole compounded of parts, a system	NULL
10795	συστοιχια	a coordinate series	NULL
10796	συστολη	a drawing together, contraction, limitation	NULL
10797	συστρᾰτεια	a common campaign	NULL
10798	συστρᾰτηγος	a joint-commander	NULL
10799	συστρατιωτα	a fellow-soldier	NULL
10800	συστρεμμα	anything twisted up together: a body of men, a crowd, concourse	NULL
10801	συστροφη	a dense mass	NULL
10802	σῠφεος	a hog-sty	NULL
10803	σῠφορβιον	a herd of swine	NULL
10804	σῠφορβος	a swineherd	NULL
10805	σφᾰγειον	a bowl for catching the blood of the victim	NULL
10806	σφᾰγευς	a slayer, butcher	NULL
10807	σφᾰγη	slaughter, butchery	NULL
10808	σφᾰγιασμος	a slaying, sacrificing	NULL
10809	σφᾰγιον	a victim, offering	NULL
10810	σφᾰγις	a sacrificial knife	NULL
10811	σφαδασμος	a spasm, convulsion	NULL
10812	σφαιρᾰ	a ball, playing-ball	NULL
10813	σφαιρισις	a playing at ball	NULL
10814	σφαιριστηριον	a ball-court	NULL
10815	σφᾰκελος	gangrene	NULL
10816	σφᾰρᾰγος	a bursting with a noise.	NULL
10817	σφελᾰς	a footstool	NULL
10818	σφενδαμνος	the maple	NULL
10819	σφενδονη	a sling	NULL
10820	σφενδονητης	a slinger	NULL
10821	σφετερισμος	appropriation	NULL
10822	σφετεριστης	an appropriator	NULL
10823	σφηκια	a wasps' nest	NULL
10824	σφηκισκος	a piece of wood pointed like a wasp's tail, a pointed stick	NULL
10825	σφηκωμ	the point of a helmet where the plume is fixed in	NULL
10826	σφηνοπωγων	with peaked beard	NULL
10827	σφην	a wedge	NULL
10828	σφηξ	a wasp	NULL
10829	σφηττιος	a Sphettian	NULL
10830	σφηττος		NULL
10831	σφιγγιον	a bracelet, necklace	NULL
10832	σφιγκτηρ	a band, lace	NULL
10833	σφιγκτωρ		NULL
10834	σφιγξ	Sphinx	NULL
10835	σφογγον		NULL
10836	σφοδροτης	vehemence, violence	NULL
10837	σφονδῡλη	beetle	NULL
10838	σφονδυλιος	a vertebra	NULL
10839	σφονδῠλος	a vertebra	NULL
10840	σφρᾱγῑδονῠχαργοκομητης	a long-haired fop with rings and natty nails	NULL
10841	σφρᾱγισμα	an impression of a signet-ring, a seal	NULL
10842	σφρηγις	a seal, signet, seal-ring	NULL
10843	σφυγμος	a throbbing of parts, pulsation, vibration	NULL
10844	σφυρ	a hammer	NULL
10845	σφῠρον	the ankle	NULL
10846	σχᾰδων	a honey-cell	NULL
10847	σχᾰλις	a forked stick used to prop	NULL
10848	σχεδια	a raft, float	NULL
10849	σχελις	ribs of beef	NULL
10850	σχενδυλα	a pair of pincers	NULL
10851	σχεριη	Scheria	NULL
10852	σχερος	in a line, one after another, uninterruptedly, successively	NULL
10853	σχεσις	a state, condition	NULL
10854	σχετηριον	a check, remedy	NULL
10855	σχετλιασμος	passionate complaint	NULL
10856	σχημ	form, figure, appearance	NULL
10857	σχημᾰτιον	the figures of a dance	NULL
10858	σχημᾰτισμος	the assumption of a certain form	NULL
10859	σχιδαξ		NULL
10860	σχιζα	a piece of wood cleft off, a lath, splinter	NULL
10861	σχινος	the mastich-tree	NULL
10862	σχισις	a cleaving, cleavage, parting, division	NULL
10863	σχισμα	a cleft, a rent	NULL
10864	σχισμος	a cleaving	NULL
10865	σχοινιον	a cord	NULL
10866	σχοινισμος	a fencing with ropes	NULL
10867	σχοινις		NULL
10868	σχοινιτις	made of rushes	NULL
10869	σχοινιων	the sedge-bird	NULL
10870	σχοινοβατης	a rope-dancer, schoenobates	NULL
10871	σχοινος	a rush	NULL
10872	σχολαιοτης	leisureliness, laziness	NULL
10873	σχολαστηριον	a place for passing leisure in	NULL
10874	σχολαστης	one who lives at ease	NULL
10875	σχολη	spare time, leisure, rest, ease	NULL
10876	σχολιον	a short note, scholium	NULL
10877	σωκος	the stout, strong one	NULL
10878	σωκρᾰτης	Socrates	NULL
10879	σωκρᾰτιδιον	dear little Socrates	NULL
10880	σωλην	a channel, gutter, pipe	NULL
10881	σωμ	the body	NULL
10882	σωμασκια	bodily exercise, training of the body	NULL
10883	σωμᾰτιον	a poor body	NULL
10884	σωμᾰτοφῠλᾰκιον	a place where a body is kept, a sepulchre	NULL
10885	σωρᾰκος	a basket	NULL
10886	σωρειτης	heaped up	NULL
10887	σωρευμα	a heap, pile	NULL
10888	σωρος	a heap	NULL
10889	σωσιπολις	saving the city	NULL
10890	σωστρα	a reward for saving one's life, a thankoffering for deliverance	NULL
10891	σωτειρα	Juno Sospita)	NULL
10892	σωτηριη	a saving, deliverance, preservation, safety	NULL
10893	σωτηρ	a saviour, deliverer, preserver	NULL
10894	σωφρονημα	an instance of temperance	NULL
10895	σωφρονιστηρ		NULL
10896	σωφρονιστης	one that makes temperate, a chastener, chastiser	NULL
10897	σωφροσυνη	soundness of mind, moderation, discretion	NULL
10898	ταβλα		NULL
10899	ταβλιοπη	a game at dice	NULL
10900	τᾱγεια	the office	NULL
10901	τηγᾰνον	a frying-pan, saucepan	NULL
10902	τᾱγα	an array, command	NULL
10903	ταγ		NULL
10904	τᾰγμα	that which has been ordered	NULL
10905	τᾱγος	a commander, chief	NULL
10906	τᾰγουχος	holding command	NULL
10907	ταιναρον	Taenarus	NULL
10908	ταινια	a band, riband, fillet	NULL
10909	ταινιοπωλις	a dealer in	NULL
10910	τᾰλαιπωρια	hard work, hardship, suffering, distress	NULL
10911	τᾰλαιφρων	suffering in mind, wretched	NULL
10912	τᾰλαντον	a balance	NULL
10913	τᾰλαρισκος	quasillus	NULL
10914	τᾰλαρος	a basket	NULL
10915	τᾰλᾰσια	wool-spinning	NULL
10916	τᾰλᾰσιουργος	a wool-spinner	NULL
10917	τᾰλᾰσιφρων	patient of mind, stout-hearted	NULL
10918	τᾰλαφρων		NULL
10919	ταλις	a marriageable maiden	NULL
10920	τᾰμειον		NULL
10921	τᾰμεσιχρως	cutting the skin, wounding	NULL
10922	τᾱμια	a housekeeper, housewife	NULL
10923	τᾱμια	one who carves and distributes, a dispenser	NULL
10924	τᾰμῐεια	stewardship, management, economy	NULL
10925	τᾰμῐειον	a treasury	NULL
10926	τᾰμῐευμα		NULL
10927	τᾰμῐσος	rennet	NULL
10928	ταναγραικη	the district of Tanagra	NULL
10929	ταναγραιος	a man of Tanagra	NULL
10930	τανᾰγρα		NULL
10931	τᾰναυπους	stretching the feet, long-striding, longshanked	NULL
10932	τᾰνᾰωπις	far-sighted	NULL
10933	τανις	a town in lower Egypt	NULL
10934	τανταλιδα	son of Tantalus	NULL
10935	τανταλις	daughter of Tantalus	NULL
10936	τᾰνταλος	Tantalus	NULL
10937	τᾰνυγλωχῑς	with long point	NULL
10938	τᾰνῠεθειρα	with flowing hair	NULL
10939	τᾰνυηλιξ	of extended age	NULL
10940	τανυθριξ	long-haired, shaggy	NULL
10941	τᾰνυπους		NULL
10942	τᾰνυπτερυξ		NULL
10943	τᾰνυστυς	a stretching, stringing	NULL
10944	ταξῐαρχης		NULL
10945	ταξῐαρχια	the office of taxiarch	NULL
10946	ταξῐαρχος	the commander of a squadron	NULL
10947	τᾰξις	an arranging	NULL
10948	ταξος	the yew-tree	NULL
10949	τᾰπεινοτης	lowness	NULL
10950	τᾰπεινοφροσυνη	lowliness, humility	NULL
10951	τᾰπεινοφρων	lowly in mind	NULL
10952	τᾰπεινωσις	humiliation, abasement, defeat	NULL
10953	ταπης	a carpet, rug	NULL
10954	ταπις		NULL
10955	ταραγμα	disquietude	NULL
10956	ταραγμος	disturbance, confusion	NULL
10957	τᾰρακτωρ	a tool for stirring with	NULL
