	FPP	English	Sentiment
8054	συνεξᾰμαρτανω	to have part in a fault	NULL
8055	συνεξᾰμειβω	to remove together	NULL
8056	συνεξανιστημι	to stir up together	NULL
8057	συνεξᾰπᾰταω	to cheat together	NULL
8058	συνεξειμι	ibo	NULL
8059	συνεξελαυνω	to drive out along with	NULL
8060	συνεξερυω	to draw out together	NULL
8061	συνεξεταζω	to search out and examine along with	NULL
8062	συνεξευρισκω	to assist in finding out	NULL
8063	συνεξιχνευω	to trace out along with	NULL
8064	συνεξορμαω	to help to urge on	NULL
8065	συνεξωθεω	to thrust out together	NULL
8066	συνεπαγω	to lead together against	NULL
8067	συνεπαδω	to join in celebrating	NULL
8068	συνεπαινεω	to approve, together, give joint assent, consent	NULL
8069	συνεπαιρω	to raise	NULL
8070	συνεπᾰκολουθεω	to follow closely	NULL
8071	συνεπᾰμυνω	to join in repelling	NULL
8072	συνεπανιστημι	to make to rise up against together.	NULL
8073	συνεπανορθοω	to join in reestablishing	NULL
8074	συνεπειμι	ibo	NULL
8075	συνεπεισπιπτω	to rush in upon together	NULL
8076	συνεπεισφερω	to help to bring in	NULL
8077	συνεπεκπινω	to drink off together	NULL
8078	συνεπελαφρυνω	to help to make light	NULL
8079	συνεπερειδω	to help in inflicting	NULL
8080	συνεπεριζω	to contend also with	NULL
8081	συνεπευθυνω	to help to direct	NULL
8082	συνεπηχεω	to join in a chant	NULL
8083	συνεπιβαινω	to mount together	NULL
8084	συνεπιβαλλω	to apply one's mind also, to consider	NULL
8085	συνεπιβουλευω	to join in plotting against	NULL
8086	συνεπιδεικνῡμι	to point out together	NULL
8087	συνεπιθειαζω	to ascribe to divine interposition	NULL
8088	συνεπιθῡμεω	to desire along with	NULL
8089	συνεπικλαω	to break down at once	NULL
8090	συνεπικοσμεω	to help to adorn	NULL
8091	συνεπικουρεω	to join as an ally, help to relieve	NULL
8092	συνεπικουφιζω	to lighten at the same time	NULL
8093	συνεπικρᾰδαινω	to move backwards and forwards together with	NULL
8094	συνεπικρυπτω	to help to conceal	NULL
8095	συνεπιλαμβανω	to take part in together, have a share in, partake in	NULL
8096	συνεπιρρεπω	to incline towards together	NULL
8097	συνεπιρρωννῡμι	to help to strengthen	NULL
8098	συνεπισκοπεω	to examine together with	NULL
8099	συνεπισπαω	to draw on together	NULL
8100	συνεπισπευδω	to join in forcing onward	NULL
8101	συνεπιστᾰτεω	to act as a common patron	NULL
8102	συνεπιστελλω	to send with	NULL
8103	συνεπιστρᾰτευω	to join in making war	NULL
8104	συνεπιστρεφω	to turn at the same time	NULL
8105	συνεπισχυω	to join in supporting	NULL
8106	συνεπιτεινω	to help to aggravate	NULL
8107	συνεπιτελεω	to help to accomplish	NULL
8108	συνεπιτιθημι	to help in putting on	NULL
8109	συνεπιτῑμαω	to join in chiding	NULL
8110	συνεπιτριβω	to destroy at once	NULL
8111	συνεπιφερω	to join in applying	NULL
8112	συνεπιχειρεω	to attack together	NULL
8113	συνεπιψηφιζω	to join in ratifying	NULL
8114	συνεπομνῡμι	to swear besides	NULL
8115	συνερᾰνιζω	to join in contributing, to collect	NULL
8116	συνερω	to pour together, gather together	NULL
8117	συνερω	to love together with	NULL
8118	συνεργω	to work together with, help in work, cooperate	NULL
8119	συνειργω	to shut up	NULL
8120	συνερδω	to join in a work, help	NULL
8121	συνερειδω	to set firmly together	NULL
8122	συνερω	to speak with	NULL
8123	συνερωταω	to ask with	NULL
8124	συνεστῐαω	to entertain in one's house	NULL
8125	συνευδαιμονεω	to share in happiness	NULL
8126	συνευδοκεω	to consent to	NULL
8127	συνευδω	to sleep with	NULL
8128	συνευημερεω	to enjoy the day	NULL
8129	συνευναζω	to lie with	NULL
8130	συνευνα		NULL
8131	συνευπασχω	to derive profit together	NULL
8132	συνευπορεω	to help to contribute	NULL
8133	συνευτῠχεω	to be fortunate together	NULL
8134	συνεφεδρευω	to wait to fight the conqueror	NULL
8135	συνεφελκω	to draw after	NULL
8136	συνεφιστημι	to set on the watch together, make attentive	NULL
8137	συνεχθαιρω	to join in hating	NULL
8138	συνηβολεω	to fall in with	NULL
8139	συνηγορεω	to be an advocate	NULL
8140	συνηδυνω	to make pleasant to the taste:—	NULL
8141	συνηκω	to have come together, to be assembled, to meet	NULL
8142	συνημερευω	to pass the day together	NULL
8143	συνηρετεω	to assist in rowing	NULL
8144	συνηχεω	to sound together	NULL
8145	συνθωκεω	to sit with	NULL
8146	συνθαλπω	to warm together	NULL
8147	συνθαπτω	to bury together, join in burying	NULL
8148	συνθριζω	to reap together	NULL
8149	συνθεω	to run together with	NULL
8150	συνθεωρεω	to act as	NULL
8151	συνθηραω	to hunt together, join in the chase	NULL
8152	συνθηρευω		NULL
8153	συνθλαω	to crush together	NULL
8154	συνθλιβω	to press together, compress	NULL
8155	συνθνησκω	to die with	NULL
8156	συνθραυω	to break in pieces, shiver	NULL
8157	συνθρῐαμβευω	to share in a triumph	NULL
8158	συνθρυπτω	to break in pieces: to crush	NULL
8159	συνθυω	to offer sacrifice together, join in sacrifice	NULL
8160	συνιζανω	to sink in, collapse	NULL
8161	συνιζω	to sit together, to hold a sitting	NULL
8162	συνιημ	to bring	NULL
8163	συνισθ		NULL
8164	συνιστημι	to set together, combine, associate, unite, band together	NULL
8165	συνισχναινω	to help to dry up	NULL
8166	συνισχῡριζω	to help to strengthen	NULL
8167	συνισχω	to be afflicted	NULL
8168	συνναιω	to dwell with	NULL
8169	συννασσω	to pack tight together	NULL
8170	συνναυμᾰχεω	to engage in a sea-fight along with	NULL
8171	συννεμω	to tend together	NULL
8172	συννευω	to incline to a point, converge	NULL
8173	συννεφω	to collect clouds	NULL
8174	συννεω	to pile	NULL
8175	συννεω	to swim together	NULL
8176	συννῑκαω	to have part in a victory with	NULL
8177	συννοω	to meditate	NULL
8178	συννοσεω	to be sick	NULL
8179	συνοδευω	to travel in company	NULL
8180	συνοδοιπορεω	to travel together	NULL
8181	ξυνισας	to share in knowledge, be cognisant of	NULL
8182	συνοικειοω	to bind together as friends	NULL
8183	ξυνοικω	to dwell together	NULL
8184	συνοικιζω	to make to live with	NULL
8185	συνοικοδομεω	to build together	NULL
8186	συνοικτιζω	to have compassion on	NULL
8187	συνολισθανω	to slip and fall together	NULL
8188	συνολλῡμι	to destroy together	NULL
8189	συνολολυζω	to raise a loud cry together	NULL
8190	συνομᾰλυνω	to make quite level	NULL
8191	συνομαρτεω	to follow along with, attend on	NULL
8192	συνομῑλεω	to converse with	NULL
8193	συνομνῡμι	to swear together	NULL
8194	συνομοιοπᾰθεω	to be similarly affected with	NULL
8195	συνομολογω	to say the same thing with, to agree with	NULL
8196	συνομορεω	to abut upon	NULL
8197	συνορω	to see together	NULL
8198	συνορω	to be conterminous	NULL
8199	συνορινω	to rouse	NULL
8200	συνορμιζω	to bring to anchor together	NULL
8201	συνοχεω	to travel together in a chariot	NULL
8202	συνεχω	to be held together	NULL
8203	συγκαταπαυω	along with, in company with, together with	NULL
8204	συνᾰγᾰνακτεω	to be vexed along with	NULL
8205	συνᾰγᾰπαω	to love along with	NULL
8206	συντᾰλαιπωρεω	to endure hardships together, share in misery	NULL
8207	συντᾰνῠω	to stretch together	NULL
8208	συντᾰρασσω	to throw all together into confusion, to confound, disturb, trouble	NULL
8209	συντασσω	to put in order together	NULL
8210	συντᾰχυνω	to hurry on	NULL
8211	συντεινω	to stretch together, strain, draw tight, brace up	NULL
8212	συντειχιζω	to help to build a wall	NULL
8213	συντεκνοποιεω	to breed children with	NULL
8214	συντελεθω	to belong to	NULL
8215	συντελω	to bring quite to an end, complete, accomplish	NULL
8216	συντεμνω	to cut in pieces: to cut down, cut short	NULL
8217	συντερετιζω	to whistle an accompaniment	NULL
8218	συντερμονεω	to border on	NULL
8219	συντετραινω	to bore through so as to meet	NULL
8220	συντεχναζω	to join in plots with	NULL
8221	συντηκω	to fuse into one mass, to weld together	NULL
8222	συντηρεω	to preserve together	NULL
8223	συντιθημι	to put together	NULL
8224	συντῑμαω	to honour together	NULL
8225	συντῐνασσω	to shake to the foundations	NULL
8226	συντιτρωσκω	to wound in many places	NULL
8227	συντολμαω	to venture together	NULL
8228	συντρᾰγωδεω	to act tragedy together	NULL
8229	συντρεφω	to feed together	NULL
8230	συντρεχω	to run together so as to meet, to encounter	NULL
8231	συντρῐαινοω	to shatter as with a trident	NULL
8232	συντριβω	to rub together	NULL
8233	συντρῐηραρχεω	to be a	NULL
8234	συντροχαζω	to run together	NULL
8235	συντυγχανω	to meet with, fall in with	NULL
8236	συντῠραννοκτονεω	to join in slaying tyrants	NULL
8237	συντῡροω	to make into cheese together	NULL
8238	συνυποδεικνῡμι	to indicate together	NULL
8239	συνυπουργεω	to cooperate with	NULL
8240	συνῠφαινω	to weave together	NULL
8241	συνωδινω	to be in travail together	NULL
8242	συνωθεω	to force together, compress forcibly	NULL
8243	συνωριζω	to yoke together	NULL
8244	συνωφελεω	to join in aiding	NULL
8245	σῡριζω	to play the	NULL
8246	σῠριζω	to speak like a Syrian	NULL
8247	σῠριζω	to speak like a Syrian	NULL
8248	συρμαιζω	to take a purge	NULL
8249	συρραπτω	to sew	NULL
8250	συρρεζω	to do sacrifice together	NULL
8251	συρρεω	to flow together	NULL
8252	συσκεδαννῡμι	to help in scattering, to toss about	NULL
8253	συσκευαζω	to make ready by putting together, to pack up	NULL
8254	σῡρω	to draw, drag	NULL
8255	συσκηνεω	to live in the same tent with	NULL
8256	συσκηνοω		NULL
8257	συσκῐαζω	to shade quite over, throw a shade over, shade closely	NULL
8258	συσκοπεω	to contemplate along with	NULL
8259	συσκοταζω	to grow quite dark	NULL
8260	συσκυθρωπαζω	to look gloomy together	NULL
8261	συσπᾰρασσω	to tear in pieces	NULL
8262	συσπαω	to draw together, draw up, contract	NULL
8263	συσπειρω	to be formed in close order	NULL
8264	συσπειρω	to sow together	NULL
8265	συσπενδω	to join in making a libation	NULL
8266	συσπευδω	to assist zealously	NULL
8267	συσπλαγχνευω	to join in eating the sacrificial meat	NULL
8268	συσπουδαζω	to make haste together, to join in zealous exertion	NULL
8269	συσσεβιζω	to join in celebrating	NULL
8270	συσσευω	to urge on together	NULL
8271	συσσημαινω	to join in singing	NULL
8272	συσσῑτεω	to mess with	NULL
8273	συσσωφρονεω	to be a partner in temperance	NULL
8274	συστᾰσιαζω	to join in faction	NULL
8275	συστεγαζω	to cover entirely	NULL
8276	συστελλω	to draw together, draw in: to shorten sail	NULL
8277	συστεναζω	to lament with	NULL
8278	συστενω		NULL
8279	συστεφᾰνοω	to wear a crown with	NULL
8280	συστοιχεω	to correspond to	NULL
8281	συστολιζω	to put together, fabricate	NULL
8282	συστρᾰτευω	to make a campaign	NULL
8283	συστρᾰτηγεω	to be the fellow-general of	NULL
8284	συστρεφω	to twist up into a ball	NULL
8285	συσφαζω	to slay along with	NULL
8286	συσφιγγω	to condense	NULL
8287	συσχημᾰτιζω	to conform	NULL
8288	συσχολαζω	to be a fellow-pupil	NULL
8289	σφαγιαζω	to slay a victim, sacrifice	NULL
8290	σφᾰδαζω	to struggle, plunge	NULL
8291	σφαζω	to slay, slaughter	NULL
8292	σφαιριζω	to play at ball	NULL
8293	σφαιροποιεω	to make spherical	NULL
8294	σφαιροω	to make spherical	NULL
8295	σφᾰκελιζω	to be gangrened	NULL
8296	σφαλλω	to make to fall, throw down, overthrow	NULL
8297	σφᾰρᾰγιζω	to stir up with noise and bustle	NULL
8298	σφενδονα	to sling, to use the sling	NULL
8299	σφετεριζω	to make one's own, appropriate, usurp	NULL
8300	σφηκοω	to make like a wasp	NULL
8301	σφιγγω	to bind tight, bind fast	NULL
8302	σφρηγιζω	to seal	NULL
8303	σφρῑγαω	to be full to bursting	NULL
8304	σφῠδοω	to be in full vigour	NULL
8305	σφυζω	to throb, beat	NULL
8306	σχω	to let loose	NULL
8307	σχεδιαζω	to do	NULL
8308	σχετλιαζω	to complain of hardship, to complain angrily, inveigh bitterly	NULL
8309	σχημᾰτιζω	to assume a	NULL
